Item no,Brand no,Item type,Gender,Size,Price,Availability,Suggestion Priority,Suggestion Category,Checked
10030045,Next Look,Next Look Men Blue Slim Fit Printed Formal Shirt,Men,,2320.68,,1,,No
10033771,SHISEIDO,SHISEIDO 302- Plexi Pink LacquerInk Lip Shine 6 ml,Women,,6208.4,,1,,No
10019165,XYXX,XYXX Men Printed Pack of 2 Remix Pure Cotton Boxer XYBOX2PCKN160,Men,,2224.4,,1,,No
10028275,Park Avenue,Park Avenue Men Blue Slim Fit Checked Casual Shirt,Men,,4179.88,,1,,No
10019157,XYXX,XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN122,Men,,3210.44,,1,,No
10020357,XYXX,XYXX Men IntelliSoft Antimicrobial Micro Modal Pack of 2 Illuminati Trunks XYTRNK2PCKN233,Men,,2204.48,,1,,No
10028121,Park Avenue,Park Avenue Men White Regular Fit Solid Formal Shirt,Men,,3432.8799999999997,,1,,No
10033785,SHISEIDO,SHISEIDO 06 Birodo Green InkArtist Shadow Liner Brow Kajal 0. 8g,Women,,6274.799999999999,,1,,No
10019235,XYXX,XYXX Men IntelliSoft Antimicrobial Micro Modal Pack of 3 Illuminati Briefs XYBRF3PCKN353,Men,,2951.48,,1,,No
10021497,Bitiya by Bhama,Bitiya by Bhama Girls Mustard Empire Dress,Girls,,1988.6799999999998,,1,,No
10027227,Sera,Sera Women Yellow & Grey Printed Kurta with Palazzos,Women,,4770.84,,1,,No
10031013,Moedbuille,Moedbuille Silver-Plated & Blue Multi Layered Afghan Design Oxidised Necklace,Women,,2237.68,,1,,No
10019289,XYXX,XYXX Men IntelliSoft Antimicrobial Micro Modal Pack of 3 Vibe Briefs XYBRF5PCKN101,Men,,3884.3999999999996,,1,,No
10028979,MSC,MSC Women Gold-Toned Solid Open Toe Flats,Women,,2254.2799999999997,,1,,No
10030167,Next Look,Next Look Men Red Slim Fit Solid Formal Shirt,Men,,1822.6799999999998,,1,,No
10018985,ExclusiveLane,ExclusiveLane Brown Wooden Handcrafted  Owl Motif Cutlery Holder,Unisex,,3422.9199999999996,,1,,No
10027685,Park Avenue,Park Avenue Men Blue Regular Fit Printed Formal Shirt,Men,,2237.68,,1,,No
10018329,Ecko Unltd,Ecko Unltd Men Off-White & Maroon Slim Fit Checked Casual Shirt,Men,,1789.48,,1,,No
10028041,Park Avenue,Park Avenue Men Teal Green Solid Polo Collar T-shirt,Men,,2835.2799999999997,,1,,No
10030205,Next Look,Next Look Men Blue Slim Fit Self Design Formal Shirt,Men,,1988.6799999999998,,1,,No
10028635,Park Avenue,Park Avenue Men Grey Slim Fit Solid Formal Trousers,Men,,3482.68,,1,,No
10018337,Ecko Unltd,Ecko Unltd Men Maroon & Off-White Slim Fit Checked Casual Shirt,Men,,1789.48,,1,,No
10019079,XYXX,XYXX Men Printed Pack of 2 Remix Pure Cotton Boxer XYBOX2PCKN152,Men,,2224.4,,1,,No
10018867,SEJ by Nisha Gupta,SEJ by Nisha Gupta Pink & Grey Printed Table Runner,Unisex,,2320.68,,1,,No
10019227,XYXX,XYXX Men Printed Pack of 2 Remix Pure Cotton Boxer XYBOX2PCKN124,Men,,2224.4,,1,,No
10018801,Varanga,Varanga Women Blue Embroidered Anarkali Kurta,Women,,2307.4,,1,,No
10025233,BERING,Bering Women Black Solar Sapphire Crystal Watches 14631-166,Women,,52738.2,,1,,No
10030119,Next Look,Next Look Men White Slim Fit Solid Formal Shirt,Men,,1656.6799999999998,,1,,No
10036081,Fortune,Fortune Men Black Leather Formal Slip-Ons,Men,,7300.679999999999,,1,,No
10019097,XYXX,XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN119,Men,,3210.44,,1,,No
10030097,Next Look,Next Look Men Blue & Black Slim Fit Printed Formal Shirt,Men,,2154.68,,1,,No
10019155,XYXX,XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN121,Men,,3210.44,,1,,No
10030203,Next Look,Next Look Men Blue Slim Fit Printed Formal Shirt,Men,,2154.68,,1,,No
10024949,Parx,Parx Men Blue Solid Regular-Fit Single-Breasted Suit,Men,,11948.68,,1,,No
10020355,XYXX,XYXX Men IntelliSoft Antimicrobial Micro Modal Pack of 2 Illuminati Trunks XYTRNK2PCKN238,Men,,2204.48,,1,,No
10018889,SEJ by Nisha Gupta,SEJ by Nisha Gupta Blue & Grey Printed Table Runner,Unisex,,2320.68,,1,,No
10028211,Park Avenue,Park Avenue Men Blue Slim Fit Self Design Formal Shirt,Men,,3283.48,,1,,No
10024519,SEJ by Nisha Gupta,SEJ by Nisha Gupta Yellow & Red Printed Table Placemat,Unisex,,1324.6799999999998,,1,,No
10019285,XYXX,XYXX Men IntelliSoft Antimicrobial Micro Modal Pack of 3 Illuminati Briefs XYBRF3PCKN354,Men,,2951.48,,1,,No
10030169,Next Look,Next Look Men Blue Slim Fit Self Design Casual Shirt,Men,,1988.6799999999998,,1,,No
10031241,HRX by Hrithik Roshan,HRX by Hrithik Roshan Girls Burgundy Printed Sweatshirt,Girls,,1822.6799999999998,,1,,No
10029173,Geox,Geox Women Taupe Suede Leather Perforated Sneakers,Women,,11616.68,,1,,No
10028481,Park Avenue,Park Avenue Men Charcoal Tailored Regular Fit Self Design Formal Trousers,Men,,2652.68,,1,,No
10026303,MASPAR,MASPAR White Printed Single Bed Duvet Cover,Unisex,,26556.68,,1,,No
10030093,Next Look,Next Look Men Magenta Regular Fit Solid Formal Shirt,Men,,1988.6799999999998,,1,,No
10019625,Carlton London,Carlton London Women Blue Solid Bardot Top,Women,,2075.0,,1,,No
10026247,Park Avenue,Park Avenue Women White & Black Regular Fit Printed Casual Shirt,Women,,1839.28,,1,,No
10028137,Park Avenue,Park Avenue Men Green Printed Round Neck T-shirt,Men,,1669.9599999999998,,1,,No
10029397,Geox,Geox Men Navy Blue Suede Leather Comfort Sandals,Men,,13276.679999999998,,1,,No
10027917,Park Avenue,Park Avenue Men Blue Slim Fit Checked Formal Shirt,Men,,3432.8799999999997,,1,,No
10029637,Next Look,Next Look Men White Slim Fit Self Design Formal Shirt,Men,,2154.68,,1,,No
10035639,Healers,Healers Women Blue Solid Open Toe Flats,Women,,8296.68,,1,,No
10029119,Geox,Geox Women Beige Leather Solid Heels,Women,,13276.679999999998,,1,,No
10019841,Carlton London,Carlton London Women Mauve & White Regular Fit Printed Casual Shirt,Women,,2237.68,,1,,No
10030413,Geox,Geox Men Navy Blue Suede Sneakers,Men,,16596.68,,1,,No
10030051,Next Look,Next Look Men Blue Regular Fit Checked Formal Shirt,Men,,2320.68,,1,,No
10020039,Innisfree,Innisfree Green Tea Foam Cleanser 150 ml,Unisex,,2091.6,,1,,No
10030179,Next Look,Next Look Men Purple Slim Fit Solid Formal Shirt,Men,,1988.6799999999998,,1,,No
10033025,Kvsfab,Kvsfab Women Brown & Red Printed Straight Kurta,Women,,6636.679999999999,,1,,No
10032581,HERE&NOW,HERE&NOW Women Off-White Solid Bomber Jacket,Women,,4644.679999999999,,1,,No
10027173,Soumya,Soumya Multicoloured Set of 5 Quirky Square Cushion Covers,Unisex,,2775.52,,1,,No
10029321,Geox,Geox Men Black Leather Formal Derbys,Men,,14936.679999999998,,1,,No
10028355,Park Avenue,Park Avenue Men Coral Red Solid Mandarin Collar T-shirt,Men,,1988.6799999999998,,1,,No
10030017,Next Look,Next Look Men Purple Regular Fit Printed Casual Shirt,Men,,1822.6799999999998,,1,,No
10029695,Force 10,Force 10 Men Navy Blue Mesh Running Shoes,Men,,2652.68,,1,,No
10021563,SEJ by Nisha Gupta,SEJ by Nisha Gupta Blue & Pink Printed Tissue Holder,Unisex,,2320.68,,1,,No
10019141,XYXX,XYXX Men Printed Pack of 2 Remix Pure Cotton Boxer XYBOX2PCKN117,Men,,2224.4,,1,,No
10031549,HERE&NOW,HERE&NOW Men Red & Black Colourblocked Polo Collar T-shirt,Men,,1988.6799999999998,,1,,No
10030721,Sera,Sera Women Navy Blue Straight Fit Printed Cigarette Trousers,Women,,2360.52,,1,,No
10033753,SHISEIDO,SHISEIDO Patent Plum LacquerInk LipShine Lipstick 308,Women,,6208.4,,1,,No
10026411,MOVADO,MOVADO Women Blue Analogue Watch 607268,Women,,186557.44,,1,,No
10018193,Puma,Puma Men Black Sneakers,Men,,6636.679999999999,,1,,No
10026845,Raymond,Raymond Men Beige Solid Regular-Fit Single-Breasted Suit,Men,,12197.68,,1,,No
10030305,Next Look,Next Look Men Blue & White Regular Fit Printed Casual Shirt,Men,,2320.68,,1,,No
10033809,SHISEIDO,SHISEIDO 02 Platinum Street Metals Essentialist Eye Shadow Palette 5.2 g,Women,,8366.4,,1,,No
10029625,Next Look,Next Look Men Maroon Slim Fit Self Design Formal Shirt,Men,,1988.6799999999998,,1,,No
10019095,XYXX,XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN118,Men,,3210.44,,1,,No
10027707,Park Avenue,Park Avenue Men Pink Slim Fit Checked Formal Shirt,Men,,2835.2799999999997,,1,,No
10025681,Soumya,Soumya Set of 6 Maroon & Beige Printed Diwan Set,Unisex,,5760.2,,1,,No
10020019,Urban Dog,Urban Dog Men Pack of 2 Assorted Printed Boxers UDBX71_UDBX72,Men,,1623.48,,1,,No
10025697,Soumya,Soumya Set of 6 Brown & Beige Printed Diwan Set,Unisex,,5295.4,,1,,No
10035511,Aapno Rajasthan,Aapno Rajasthan Brown & Beige Textured Two Owls Ceramic Planter,Unisex,,1699.84,,1,,No
10028225,Park Avenue,Park Avenue Men Black Solid Polo Collar T-shirt,Men,,2436.88,,1,,No
10020711,Rocia,Rocia Women Brown Solid Pumps,Women,,8266.8,,1,,No
10029031,Geox,Geox Men Brown Perforated Leather Formal Derbys,Men,,19916.68,,1,,No
10030217,Next Look,Next Look Men White Slim Fit Self Design Casual Shirt,Men,,2154.68,,1,,No
10024517,SEJ by Nisha Gupta,SEJ by Nisha Gupta Multicoloured Printed Table Placemat,Unisex,,1324.6799999999998,,1,,No
10025625,Soumya,Soumya Set of 6 Blue Printed Diwan Set,Unisex,,5760.2,,1,,No
10018785,Varanga,Varanga Women Off-White A-Line Dress,Women,,3283.48,,1,,No
10030009,Next Look,Next Look Men Blue Regular Fit Self Design Formal Shirt,Men,,1822.6799999999998,,1,,No
10026295,MASPAR,MASPAR White Printed Single Bed Duvet Cover,Unisex,,39836.68,,1,,No
10025693,Soumya,Soumya Set of 6 Beige Printed Diwan Set,Unisex,,4365.8,,1,,No
10028253,Park Avenue,Park Avenue Men Blue Slim Fit Checked Formal Shirt,Men,,2984.68,,1,,No
10027369,Wintage,Wintage Men Blue & Off-White Printed Straight Kurta,Men,,4976.679999999999,,1,,No
10033673,SHISEIDO,SHISEIDO 225 High Rise VisionAiry Gel Lipstick 1.6g,Women,,7055.0,,1,,No
10019685,Carlton London,Carlton London Women Silver Self Design Tiered Top,Women,,1948.84,,1,,No
10021627,CINOCCI,CINOCCI Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Men,,2785.48,,1,,No
10033793,SHISEIDO,SHISEIDO Coral Spark LacquerInk Lip Shine 306,Women,,6573.599999999999,,1,,No
10029975,Mitera,Mitera Pink & Gold-Toned Silk Blend Woven Design Kanjeevaram Saree,Women,,5043.08,,1,,No
10032609,HERE&NOW,HERE&NOW Women Grey Solid Padded Jacket,Women,,4644.679999999999,,1,,No
10019611,Carlton London,Carlton London Women Mustard Yellow Solid A-Line Top,Women,,2075.0,,1,,No
10021165,MBE,MBE Women Red Printed Asymmetric A-Line Kurta,Women,,1988.6799999999998,,1,,No
10024505,SEJ by Nisha Gupta,SEJ by Nisha Gupta Pink & Blue Printed Table Placemat,Unisex,,1324.6799999999998,,1,,No
10029051,Geox,Geox Women Silver-Toned Solid Leather Open Toe Flats,Women,,11616.68,,1,,No
10019143,XYXX,XYXX Men Printed Pack of 2 Remix Pure Cotton Boxer XYBOX2PCKN123,Men,,2224.4,,1,,No
10021449,Harvard,Harvard Men Brown Sneakers,Men,,8960.68,,1,,No
10028817,Park Avenue,Park Avenue Men Grey Slim Fit Solid Formal Trousers,Men,,3482.68,,1,,No
10030251,Next Look,Next Look Men Grey Solid Polo Collar T-shirt,Men,,1669.9599999999998,,1,,No
10028277,Park Avenue,Park Avenue Men Blue Slim Fit Striped Casual Shirt,Men,,3731.68,,1,,No
10020223,Parx,Parx Men Blue Solid Regular-Fit Single-Breasted Suit,Men,,11948.68,,1,,No
10033415,Carlton London,Carlton London Women Off-White Floral Print Drop-Waist Dress,Women,,3419.6,,1,,No
10020179,Raymond,Raymond Men Blue Slim Fit Mid-Rise Clean Look Jeans,Men,,7466.679999999999,,1,,No
10021135,MBE,MBE Women Black Yoke Design A-Line Kurta,Women,,2569.68,,1,,No
10030181,Next Look,Next Look Men Purple Slim Fit Self Design Formal Shirt,Men,,1822.6799999999998,,1,,No
10030161,Next Look,Next Look Men Blue Slim Fit Solid Formal Shirt,Men,,1988.6799999999998,,1,,No
10032881,DressBerry,DressBerry Women Maroon & Gold-Toned Printed Hooded Sweatshirt,Women,,1855.8799999999999,,1,,No
10018913,SEJ by Nisha Gupta,SEJ by Nisha Gupta Blue & Red Printed Table Runner,Unisex,,1988.6799999999998,,1,,No
10030101,Next Look,Next Look Men Blue Slim Fit Solid Formal Shirt,Men,,1988.6799999999998,,1,,No
10018881,SEJ by Nisha Gupta,SEJ by Nisha Gupta Multicoloured Printed Table Runner,Unisex,,2320.68,,1,,No
10029509,Next Look,Next Look Men White & Blue Slim Fit Printed Formal Shirt,Men,,1822.6799999999998,,1,,No
10030393,Geox,Geox Men Grey Solid Suede Sneakers,Men,,13276.679999999998,,1,,No
10033709,SHISEIDO,SHISEIDO 226 Cherry Festival VisionAiry Gel Lipstick 1.6 g,Women,,7055.0,,1,,No
10032745,HERE&NOW,HERE&NOW Women Black Solid Biker Jacket,Women,,3980.68,,1,,No
10027189,Soumya,Soumya Multicoloured Set of 5 Floral Square Cushion Covers,Unisex,,3007.92,,1,,No
10019245,XYXX,XYXX Men IntelliSoft Antimicrobial Micro Modal Pack of 2 Illuminati Briefs XYBRF2PCKN276,Men,,2084.96,,1,,No
10029207,Geox,Geox Men Black Leather Driving Shoes,Men,,33196.68,,1,,No
1002096,ether,ether Men Navy Blue Colorblocked Oxford Polo T-shirt,Men,,2320.68,,1,,No
10021555,SEJ by Nisha Gupta,SEJ by Nisha Gupta Yellow & Grey Printed Tissue Holder,Unisex,,2320.68,,1,,No
10025539,Raymond,Raymond Men Blue Solid Regular-Fit Single-Breasted Suit,Men,,20912.68,,1,,No
10029005,MSC,MSC Women Cream-Coloured Woven Design One Toe Flats,Women,,2254.2799999999997,,1,,No
10033705,SHISEIDO,SHISEIDO 10 Medusa Pink Innerglow Cheek powder 4 g,Women,,7768.799999999999,,1,,No
10027591,Park Avenue,Park Avenue Men Blue Slim Fit Solid Formal Shirt,Men,,3432.8799999999997,,1,,No
10018939,Geox,Geox Women Black Sequinned Leather Heels,Women,,13276.679999999998,,1,,No
10032681,HERE&NOW,HERE&NOW Women Pink Solid Quilted Jacket,Women,,3980.68,,1,,No
10035423,Anekaant,Anekaant Women Black Solid Handheld Bag,Women,,1507.28,,1,,No
10033779,SHISEIDO,SHISEIDO 03 Cosmic Aura Dew Face Eyes Lips Highlighter 4.8g,Women,,8964.0,,1,,No
10018989,Geox,Geox Men Beige & Off-White Striped Slip-On Sneakers,Men,,10786.68,,1,,No
10030025,Next Look,Next Look Men Blue Regular Fit Self Design Formal Shirt,Men,,1822.6799999999998,,1,,No
10019797,Carlton London,Carlton London Women Dusty Pink Floral Print Basic Jumpsuit,Women,,3695.16,,1,,No
10029753,Force 10,Force 10 Men Navy Blue Synthetic Running Shoes,Men,,2121.48,,1,,No
10033679,SHISEIDO,"SHISEIDO 215-Future Shock VisionAiry Gel Lipstick, 1.6gm",Women,,7055.0,,1,,No
10030591,Vishudh,Vishudh Women Blue Printed Kurta with Palazzos,Women,,6636.679999999999,,1,,No
10033687,SHISEIDO,SHISEIDO 02 Solar Aura Dew Face Eyes Lips Highlighter 4.8 g,Women,,8964.0,,1,,No
10019239,XYXX,XYXX Men IntelliSoft Antimicrobial Micro Modal Pack of 2 Illuminati Briefs XYBRF2PCKN273,Men,,2084.96,,1,,No
10020145,Raymond,Raymond Men Blue Slim Fit Mid-Rise Clean Look Jeans,Men,,4179.88,,1,,No
10018907,SEJ by Nisha Gupta,SEJ by Nisha Gupta Multicoloured Printed Table Runner,Unisex,,1988.6799999999998,,1,,No
10027799,Park Avenue,Park Avenue Men Blue Regular Fit Self Design Formal Shirt,Men,,2785.48,,1,,No
10029043,Geox,Geox Women Black Textured Leather Ballerinas,Women,,13276.679999999998,,1,,No
10032537,HERE&NOW,HERE&NOW Men Black & Grey Colourblocked Hooded Padded Jacket,Men,,5574.28,,1,,No
10035835,Next Look,Next Look Men Grey & White Striped Polo Collar T-shirt,Men,,1669.9599999999998,,1,,No
10018169,Puma,Puma Men Blue Propel EL IDP Sneakers,Men,,5972.679999999999,,1,,No
10019065,XYXX,XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN131,Men,,3210.44,,1,,No
10032721,HERE&NOW,HERE&NOW Women Black Solid Biker Jacket,Women,,4312.679999999999,,1,,No
10028925,MSC,MSC Women Blue Solid Open Toe Flats,Women,,2254.2799999999997,,1,,No
10021181,MBE,MBE Women Red & Gold-Coloured Block Print A-Line Kurta,Women,,2775.52,,1,,No
10029101,Geox,Geox Women Black Solid Leather Pumps,Women,,12446.68,,1,,No
10029959,Mitera,Mitera Pink & Red Silk Blend Woven Design Kanjeevaram Saree,Women,,5972.679999999999,,1,,No
10019121,XYXX,XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN138,Men,,3210.44,,1,,No
10033641,SHISEIDO,"SHISEIDO 224 Nobel Plum VisionAiry Gel Lipstick, 1.6gm",Women,,7055.0,,1,,No
10027319,Ojjasvi,Ojjasvi Women Maroon Embroidered Straight Kurta,Women,,2254.2799999999997,,1,,No
10025301,Soumya,Soumya Rust Red Printed Double Bed Cover with 2 Pillow Covers,Unisex,,5557.679999999999,,1,,No
10029307,Geox,Geox Women Black Solid Leather Pumps,Women,,13276.679999999998,,1,,No
10019605,Carlton London,Carlton London Women Navy Blue Flared Solid Bootcut Trousers,Women,,2822.0,,1,,No
10021547,SEJ by Nisha Gupta,SEJ by Nisha Gupta Blue & Yellow Printed Tissue Holder,Unisex,,2320.68,,1,,No
10032877,DressBerry,DressBerry Women Black Solid Hooded Sweatshirt,Women,,1789.48,,1,,No
10025201,BERING,BERING Women Blue Analogue Watch 14631-307,Women,,46821.96,,1,,No
10026417,MOVADO,MOVADO Men Blue Swiss-Made Analogue Watch 607197,Men,,108006.23999999999,,1,,No
10030075,Next Look,Next Look Men Purple Slim Fit Solid Casual Shirt,Men,,1656.6799999999998,,1,,No
10033683,SHISEIDO,SHISEIDO 502 Whisper ModernMatte Powder Lipstick 4g,Women,,7619.4,,1,,No
10029543,Next Look,Next Look Men White Regular Fit Printed Formal Shirt,Men,,1988.6799999999998,,1,,No
10020059,LOCOMOTIVE,LOCOMOTIVE Men Black & Yellow Colourblocked Round Neck T-shirt,Men,,986.04,,1,,No
10030219,Next Look,Next Look Men Black Regular Fit Printed Formal Shirt,Men,,1988.6799999999998,,1,,No
10019563,Wild stone,Wild stone Men Stone Body Perfume 120 ml,Men,,557.76,,1,,No
10036065,Fortune,Fortune Men Black Leather Formal Derbys,Men,,11616.68,,1,,No
10028389,Park Avenue,Park Avenue Men Pink Regular Fit Self Design Formal Shirt,Men,,3715.08,,1,,No
10024509,SEJ by Nisha Gupta,SEJ by Nisha Gupta Yellow & Blue Printed Table Placemat,Unisex,,1324.6799999999998,,1,,No
10027165,Soumya,Soumya Red Set of 5 Floral Square Cushion Covers,Unisex,,2928.24,,1,,No
10028269,Park Avenue,Park Avenue Men Yellow Regular Fit Solid Formal Shirt,Men,,4976.679999999999,,1,,No
10021461,Harvard,Harvard Men Navy Blue Mesh iA01 Navy 40 Running Shoes,Men,,8960.68,,1,,No
10032797,HERE&NOW,HERE&NOW Women Black Solid Bomber Jacket,Women,,3814.68,,1,,No
10030529,AVANT-GARDE PARIS,AVANT-GARDE PARIS Women Oversized Sunglasses 8883610683861,Women,,2984.68,,1,,No
10028497,Park Avenue,Park Avenue Men Grey Slim Fit Self Design Formal Trousers,Men,,3482.68,,1,,No
10028139,Park Avenue,Park Avenue Men Orange Striped Polo Collar T-shirt,Men,,2818.68,,1,,No
10019855,Carlton London,Carlton London Women Beige & Blue Floral Print Fit & Flare Dress,Women,,2822.0,,1,,No
10035821,Next Look,Next Look Men Red Solid Polo Collar T-shirt,Men,,1669.9599999999998,,1,,No
10027317,Ojjasvi,Ojjasvi Women Brown Yoke Design Straight Kurta,Women,,2254.2799999999997,,1,,No
10019687,Carlton London,Carlton London Women Red Solid Blouson Top,Women,,2237.68,,1,,No
10028327,Park Avenue,Park Avenue Men White & Red Slim Fit Striped Formal Shirt,Men,,6304.679999999999,,1,,No
10036235,maxima,maxima Women Burgundy Analogue Watch 51801BMLY,Women,,3426.24,,1,,No
10019067,XYXX,XYXX Men Printed Pack of 2 Remix Pure Cotton Boxer XYBOX2PCKN156,Men,,2224.4,,1,,No
10030231,Next Look,Next Look Men Blue Regular Fit Checked Formal Shirt,Men,,1822.6799999999998,,1,,No
10028193,Park Avenue,Park Avenue Men Blue Slim Fit Striped Formal Shirt,Men,,2984.68,,1,,No
10033165,Gliders,Gliders Women Black Slip-On Sneakers,Women,,1822.6799999999998,,1,,No
10028403,Park Avenue,Park Avenue Men Blue Slim Fit Solid Formal Shirt,Men,,2835.2799999999997,,1,,No
10032833,HERE&NOW,HERE&NOW Men Charcoal Grey Solid Biker Jacket,Men,,6331.24,,1,,No
10027167,Soumya,Soumya Rust Set of 5 Ethnic Motifs Square Cushion Covers,Unisex,,2735.68,,1,,No
10033649,SHISEIDO,"SHISEIDO 08 Gunjo Blue KajalInk Artist- Shadow, Liner, Brow, 0.8gm",Women,,6274.799999999999,,1,,No
10035431,Anekaant,Anekaant Pink Quilted Shoulder Bag,Women,,1922.28,,1,,No
10033801,SHISEIDO,Shiseido 02 Twilight Hour InnerGlow CheekPowder 4 g,Women,,7768.799999999999,,1,,No
10030635,U&F,U&F Women Blue Printed Shirt Style Top,Women,,1334.6399999999999,,1,,No
10018869,SEJ by Nisha Gupta,SEJ by Nisha Gupta Pink & Blue Printed Table Runner,Unisex,,2320.68,,1,,No
10028855,Park Avenue,Park Avenue Men Navy Blue Regular Fit Solid Regular Trousers,Men,,2901.68,,1,,No
10033659,SHISEIDO,SHISEIDO 202 Bullet Train VisionAiry Gel Lipstick 1.6gms,Women,,7055.0,,1,,No
10019229,XYXX,XYXX Men Checkered Pack of 2 Checkmate Pure Cotton Boxer XYBOX2PCKN109,Men,,2171.2799999999997,,1,,No
10029275,Geox,Geox Men Brown Solid Sneakers,Men,,14936.679999999998,,1,,No
10021507,Bitiya by Bhama,Bitiya by Bhama Girls Peach-Coloured Fit and Flare Dress,Girls,,2453.48,,1,,No
10027307,Park Avenue,Park Avenue Men Blue Solid Slim-Fit Single-Breasted Pure Cotton Blazer,Men,,8960.68,,1,,No
10019119,XYXX,XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN136,Men,,3210.44,,1,,No
10028937,MSC,MSC Women Gold-Toned Solid Open Toe Flats,Women,,2254.2799999999997,,1,,No
10035419,Anekaant,Anekaant Turquoise Blue Self Design Sling Bag,Women,,2387.08,,1,,No
10031043,Moedbuille,Moedbuille Women Silver-Plated Layered Necklace,Women,,1988.6799999999998,,1,,No
10018943,Geox,Geox Women Peach-Coloured Woven Design Slip-On Sneakers,Women,,18256.68,,1,,No
10020225,Parx,Parx Men Black Solid Regular-Fit Tuxedo,Men,,13276.679999999998,,1,,No
10021007,Abhishti,Abhishti Women Beige & Black Printed A-Line Kurta,Women,,3482.68,,1,,No
10026241,Park Avenue,Park Avenue Women Red Regular Fit Printed Casual Shirt,Women,,1789.48,,1,,No
10027171,Soumya,Soumya Blue Set of 5 Ethnic Motifs Square Cushion Covers,Unisex,,2845.24,,1,,No
10027183,Soumya,Soumya Multicoloured Set of 5 Self Design Square Linen Cushion Covers,Unisex,,3117.48,,1,,No
10018927,ExclusiveLane,ExclusiveLane Dark Brown Handmade Sheesham Wood Block Shelf With Magnetic Key Holder,Unisex,,4395.679999999999,,1,,No
10019181,XYXX,XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN86,Men,,3210.44,,1,,No
10019267,XYXX,XYXX Men IntelliSoft Antimicrobial Micro Modal Pack of 3 Illuminati Briefs XYBRF3PCKN348,Men,,2951.48,,1,,No
10030065,Next Look,Next Look Men Pink Slim Fit Self Design Formal Shirt,Men,,1822.6799999999998,,1,,No
10036077,Fortune,Fortune Men Black Leather Formal Slip-Ons,Men,,11616.68,,1,,No
10027877,Park Avenue,Park Avenue Men Blue Slim Fit Solid Formal Shirt,Men,,2835.2799999999997,,1,,No
10030085,Next Look,Next Look Men Blue Regular Fit Solid Formal Shirt,Men,,1822.6799999999998,,1,,No
10018793,Varanga,Varanga Women Beige Printed Straight Kurta,Women,,2307.4,,1,,No
10025079,Dreamscape,Dreamscape Pink Striped 220 TC Cotton 1 Queen Bedsheet with 2 Pillow Covers,Unisex,,3316.68,,1,,No
10019793,Carlton London,Carlton London Women Off-White & Mustard Yellow Striped A-Line Dress,Women,,2822.0,,1,,No
10028215,Park Avenue,Park Avenue Men Blue Regular Fit Solid Formal Shirt,Men,,3715.08,,1,,No
10027155,Soumya,Soumya Off-White Set of 5 Quirky Square Cushion Covers,Unisex,,2928.24,,1,,No
10030717,Sera,Sera Women Navy Blue & Red Printed Kurta with Palazzos,Women,,3310.04,,1,,No
10029171,Geox,Geox Men Black Textured Leather Comfort Sandals,Men,,9956.68,,1,,No
10033745,SHISEIDO,Shiseido 06 Aplen Glow InnerGlow CheekPowder 4 g,Women,,7768.799999999999,,1,,No
10018887,SEJ by Nisha Gupta,SEJ by Nisha Gupta Multicoloured Printed Table Runner,Unisex,,2320.68,,1,,No
10030285,Next Look,Next Look Men Blue Slim Fit Self Design Formal Shirt,Men,,1988.6799999999998,,1,,No
10032753,HERE&NOW,HERE&NOW Women Pink Solid Bomber Jacket,Women,,3316.68,,1,,No
10019147,XYXX,XYXX Men Printed Pack of 2 Remix Pure Cotton Boxer XYBOX2PCKN161,Men,,2224.4,,1,,No
10025161,Tokyo Talkies,Tokyo Talkies Women Navy Blue Maxi Dress,Women,,4312.679999999999,,1,,No
10030269,Next Look,Next Look Men Blue Slim Fit Self Design Formal Shirt,Men,,1988.6799999999998,,1,,No
10027143,OddCroft,OddCroft Black & White Textured Ceramic Flower Vase,Unisex,,4229.679999999999,,1,,No
10018279,Puma,Puma Women Black Textile Flyer Runner Engineer Knit Wn s Puma Bla Running Shoes,Women,,8960.68,,1,,No
10028995,MSC,MSC Women Red Woven Design One Toe Flats,Women,,2254.2799999999997,,1,,No
10026293,MASPAR,MASPAR White Solid Double Bed Duvet Cover,Unisex,,29876.68,,1,,No
10028797,Park Avenue,Park Avenue Men Blue Tapered Fit Mid-Rise Clean Look Stretchable Jeans,Men,,3814.68,,1,,No
10030013,Next Look,Next Look Men Blue Regular Fit Printed Casual Shirt,Men,,1822.6799999999998,,1,,No
1003553,W,W Off-White Printed Palazzo Trousers,Women,,8296.68,,1,,No
10035381,Anekaant,Anekaant Women Black & Pink Printed Sling Bag,Women,,1590.28,,1,,No
10033629,SHISEIDO,SHISEIDO 518 Selfie ModernMatte Powder Lipstick 4g,Women,,7619.4,,1,,No
