id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,brandname,image_filename,image_url,price
55834,Women,Personal Care,Beauty Accessories,Beauty Accessory,Skin,Spring,2017,Casual,Colorbar Miss Reflective Body Shimmer 001,Colorbar,55834.jpg,file://images\55834.jpg,8420.0
42883,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,French Connection Women Black Sling Bag,French Connection,42883.jpg,file://images\42883.jpg,36596.0
48585,Women,Accessories,Jewellery,Bracelet,Silver,Summer,2013,Casual,Lucera Women Silver Bracelet,Lucera,48585.jpg,file://images\48585.jpg,53933.0
19327,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011,Casual,Myntra Men Solid Blue Sweatshirt,ID,19327.jpg,file://images\19327.jpg,9570.0
3398,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual,Murcia Women Black Handbag,Murcia,3398.jpg,file://images\3398.jpg,28718.0
39720,Women,Apparel,Dress,Jumpsuit,Olive,Summer,2012,Casual,Arrow Woman Olive Jumpsuit,Arrow,39720.jpg,file://images\39720.jpg,34503.0
5853,Women,Accessories,Bags,Handbags,Blue,Summer,2011,Casual,ADIDAS Women Blue Handbag,ADIDAS,5853.jpg,file://images\5853.jpg,39741.0
11976,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013,Casual,Fila Men Paramount Plus Black Shoes,Fila,11976.jpg,file://images\11976.jpg,18434.0
47350,Women,Accessories,Bags,Handbags,Green,Summer,2012,Casual,Baggit Women Green Bag,Baggit,47350.jpg,file://images\47350.jpg,14099.0
23615,Women,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,2017,Casual,Nike Fragrances Women Basic Perfume,Nike,23615.jpg,file://images\23615.jpg,6031.0
17420,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Casio Enticer Men Black Dial Analogue Watch A479,CASIO,17420.jpg,file://images\17420.jpg,45102.0
3505,Women,Footwear,Shoes,Casual Shoes,White,Fall,2010,Casual,ADIDAS Women Adi Light White Fresh Shoe,ADIDAS,3505.jpg,file://images\3505.jpg,9883.0
18468,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017,Casual,Reebok Reelive Women Perfumes,Reebok,18468.jpg,file://images\18468.jpg,6417.0
48318,Women,Accessories,Jewellery,Bracelet,Silver,Winter,2012,Casual,Pitaraa Silver Omelette Thin Bracelet,Pitaraa,48318.jpg,file://images\48318.jpg,24563.0
30202,Unisex,Accessories,Bags,Backpacks,Navy Blue,Summer,2012,Casual,Nike Unisex Classic Turf Navy Blue Backpack,Nike,30202.jpg,file://images\30202.jpg,14102.0
33487,Men,Apparel,Topwear,Shirts,Red,Summer,2012,Casual,Doodle Kids Boy Check Red Shirt,ID,33487.jpg,file://images\33487.jpg,5685.0
56010,Women,Personal Care,Lips,Lipstick,Red,Summer,2019,Casual,Colorbar Velvet Matte Hot Hot Hot Red Lipstick 01R,Colorbar,56010.jpg,file://images\56010.jpg,1812.0
32555,Men,Footwear,Shoes,Casual Shoes,White,Summer,2013,Casual,Playboy Men White Shoes,Playboy,32555.jpg,file://images\32555.jpg,12834.0
40949,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Gini and Jony Boys Around the World White T-shirt,Gini and Jony,40949.jpg,file://images\40949.jpg,9237.0
45407,Women,Footwear,Shoes,Flats,Brown,Summer,2012,Casual,Rocia Women Brown Sandals,Rocia,45407.jpg,file://images\45407.jpg,14430.0
4720,Girls,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Disney Kids Girl's Fun In The Fair Yellow Teen Kidswear,ID,4720.jpg,file://images\4720.jpg,9850.0
39981,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2013,Casual,Gas Men Jack Grey Shoes,Gas,39981.jpg,file://images\39981.jpg,13034.0
15377,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012,Casual,Fila Men Lobato Navy Blue Casual Shoes,Fila,15377.jpg,file://images\15377.jpg,9214.0
32767,Men,Apparel,Topwear,Shirts,White,Summer,2012,Formal,John Miller Men Striped White Shirt,John Miller,32767.jpg,file://images\32767.jpg,8362.0
56222,Men,Apparel,Loungewear and Nightwear,Night suits,Blue,Summer,2016,Casual,SDL by Sweet Dreams Men Blue & Grey Pyjama Set,SDL by Sweet Dreams,56222.jpg,file://images\56222.jpg,6712.0
37215,Men,Apparel,Topwear,Shirts,Grey,Summer,2012,Casual,United Colors of Benetton Men Grey Shirt,United Colors of Benetton,37215.jpg,file://images\37215.jpg,9921.0
53750,Women,Apparel,Bottomwear,Track Pants,Grey,Summer,2012,Casual,ADIDAS Women Dark Grey Track Pant,ADIDAS,53750.jpg,file://images\53750.jpg,8256.0
15145,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Arrow Sport Men Printed Navy Blue Shirts,Arrow,15145.jpg,file://images\15145.jpg,9997.0
4512,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,2011,Sports,Lotto Women Osaka Grey Violet Shoe,Lotto,4512.jpg,file://images\4512.jpg,15266.0
35542,Girls,Footwear,Sandal,Sandals,Pink,Summer,2012,Casual,Enroute Kids Girls Pink Sandals,ID,35542.jpg,file://images\35542.jpg,
26969,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,Jealous 21 Women Printed White & Blue Top,Jealous 21,26969.jpg,file://images\26969.jpg,5636.0
48916,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013,Casual,Lucera Women Silver Pendant,Lucera,48916.jpg,file://images\48916.jpg,36861.0
47162,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Peter England Men Brown Belt,Peter England,47162.jpg,file://images\47162.jpg,7823.0
19788,Men,Apparel,Topwear,Tshirts,Green,Winter,2016,Casual,U.S. Polo Assn. Men Solid Green Tshirt,ID,19788.jpg,file://images\19788.jpg,8245.0
12360,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Formal,Reid & Taylor Men Solid Black Shirts,Reid & Taylor,12360.jpg,file://images\12360.jpg,4792.0
26155,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012,Formal,John Miller Men Striped Grey Trousers,John Miller,26155.jpg,file://images\26155.jpg,19097.0
3737,Unisex,Accessories,Headwear,Caps,Purple,Fall,2010,Sports,Lotto Unisex Kochi Tuskers Sovenior Purple Orange Cap,Lotto,3737.jpg,file://images\3737.jpg,3168.0
29921,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Police Men Black Dial Chronograph Watch PL12777JS-02M,Police,29921.jpg,file://images\29921.jpg,19862.0
5898,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2011,Casual,Puma Men Tekkies Jam Blue Shoe,Puma,5898.jpg,file://images\5898.jpg,16760.0
10053,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,Gini And Jony Vini Romper Pink T-Shirts,Gini and Jony,10053.jpg,file://images\10053.jpg,9835.0
38639,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Nike Men Blue Cricket Blue Polo Tshirt,Nike,38639.jpg,file://images\38639.jpg,8469.0
45251,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Casio Youth Series Men Digital Watch W-734-1AVDF(D090),CASIO,45251.jpg,file://images\45251.jpg,50395.0
23043,Women,Apparel,Bottomwear,Leggings,Blue,Fall,2011,Casual,Arrow Woman Blue Jeggings,Arrow,23043.jpg,file://images\23043.jpg,15626.0
6621,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,ADIDAS Men's Boris Black Shoe,ADIDAS,6621.jpg,file://images\6621.jpg,10500.0
51463,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Tonga Women Black Top,Tonga,51463.jpg,file://images\51463.jpg,8772.0
42848,Women,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual,French Connection Women Brown Wallet,French Connection,42848.jpg,file://images\42848.jpg,5408.0
22191,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012,Casual,Timberland Men Light Brown Casual Shoes,Timberland,22191.jpg,file://images\22191.jpg,16836.0
9669,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Indigo Nation Men Checks Blue Shirts,Indigo Nation,9669.jpg,file://images\9669.jpg,4556.0
54111,Women,Footwear,Shoes,Heels,Copper,Winter,2012,Casual,Rocia Women Copper Flats,Rocia,54111.jpg,file://images\54111.jpg,19080.0
12704,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011,Sports,Nike Men Air Relentness Grey Sports Shoes,Nike,12704.jpg,file://images\12704.jpg,6379.0
26531,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2013,Casual,Gas Men Arunta Olive Casual Shoes,Gas,26531.jpg,file://images\26531.jpg,10183.0
47734,Women,Accessories,Bags,Handbags,Grey,Fall,2012,Casual,Murcia Women Grey Handbag,Murcia,47734.jpg,file://images\47734.jpg,20790.0
6413,Unisex,Footwear,Shoes,Casual Shoes,Pink,Summer,2011,Casual,Lotto Unisex Canvas Pink Shoe,Lotto,6413.jpg,file://images\6413.jpg,19627.0
18830,Men,Accessories,Belts,Belts,Black,Summer,2011,Formal,Peter England Men Formal Black Belt,Peter England,18830.jpg,file://images\18830.jpg,2631.0
23271,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Maxima Ssteele Men White Watch,Maxima Ssteele,23271.jpg,file://images\23271.jpg,57750.0
17044,Men,Footwear,Sandal,Sandals,Brown,Summer,2013,Casual,Gas Men Aventura Sandal,Gas,17044.jpg,file://images\17044.jpg,
50783,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual,Clarks Women Black Onslow Beat Leather Wedges,Clarks,50783.jpg,file://images\50783.jpg,10768.0
51651,Men,Accessories,Watches,Watches,Grey,Winter,2016,Casual,Fossil Men Grey Dial Chronograph Watch FS4584,Fossil,51651.jpg,file://images\51651.jpg,37923.0
16196,Men,Apparel,Topwear,Jackets,Red,Fall,2011,Sports,Puma Men Heroes Red Jackets,Puma,16196.jpg,file://images\16196.jpg,8432.0
35314,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Ethnic,Fabindia Women Anusuya Silver Earrings,Fabindia,35314.jpg,file://images\35314.jpg,27157.0
17878,Men,Apparel,Innerwear,Innerwear Vests,Maroon,Summer,2016,Casual,Levis Men Comfort Style Maroon Innerwear Vest,Levis,17878.jpg,file://images\17878.jpg,4323.0
3161,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men's Air Citius MSL White Grey Shoe,Nike,3161.jpg,file://images\3161.jpg,10101.0
12536,Women,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual,Puma Women Solid Black Sweatshirts,Puma,12536.jpg,file://images\12536.jpg,3144.0
26703,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Nike Men White Court Shuttle Shoes,Nike,26703.jpg,file://images\26703.jpg,17513.0
1636,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports,Nike Men Air Zoom Century Shoes,Nike,1636.jpg,file://images\1636.jpg,8051.0
40511,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Titan Men White Dial Watch,Titan,40511.jpg,file://images\40511.jpg,58345.0
10261,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011,Formal,John Miller Men Slim Brown Trousers,John Miller,10261.jpg,file://images\10261.jpg,6484.0
4344,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Fila Men's Abascuss White Blue Shoe,Fila,4344.jpg,file://images\4344.jpg,10177.0
21526,Women,Accessories,Bags,Handbags,Red,Winter,2015,Casual,Kiara Women Glossy Red Handbag,Kiara,21526.jpg,file://images\21526.jpg,33567.0
15713,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Nike Men Air Relentless Black Sports Shoes,Nike,15713.jpg,file://images\15713.jpg,15696.0
53106,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Casual,Fabindia Silver Earrings,Fabindia,53106.jpg,file://images\53106.jpg,48911.0
5296,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Casual,Puma Men Black Floater,Puma,5296.jpg,file://images\5296.jpg,
24868,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,Reid & Taylor Men Casual Black Wallet,Reid & Taylor,24868.jpg,file://images\24868.jpg,4280.0
25340,Men,Apparel,Innerwear,Trunk,Beige,Summer,2016,Casual,Levis Men Beige Boxer Trunks,Levis,25340.jpg,file://images\25340.jpg,2654.0
11949,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012,Casual,Ganuchi Men Casual Brown Casual Shoes,Ganuchi,11949.jpg,file://images\11949.jpg,15941.0
5050,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual,Fila Men's Passion Black red Canvas Shoe,Fila,5050.jpg,file://images\5050.jpg,11758.0
58728,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,Puma Women Pink T-shirt,Puma,58728.jpg,file://images\58728.jpg,6677.0
34000,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Femella Women Black Top,Femella,34000.jpg,file://images\34000.jpg,6639.0
7707,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011,Casual,Jealous 21 Women's Abbie Black Jegging,Jealous 21,7707.jpg,file://images\7707.jpg,23889.0
16350,Men,Apparel,Topwear,Shirts,Cream,Fall,2011,Formal,Peter England Men Stripes Cream Shirt,Peter England,16350.jpg,file://images\16350.jpg,3453.0
22165,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012,Casual,Timberland Men Brown Casual Shoes,Timberland,22165.jpg,file://images\22165.jpg,5317.0
2275,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,Nike Mens Challenger Graphic White T-shirt,Nike,2275.jpg,file://images\2275.jpg,7018.0
19318,Unisex,Accessories,Bags,Backpacks,Blue,Fall,2011,Casual,Nike Unisex Classic Base Blue Backpack,Nike,19318.jpg,file://images\19318.jpg,23271.0
49468,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2012,Casual,Vans Men Red Old Skool Shoes,Vans,49468.jpg,file://images\49468.jpg,17966.0
22959,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Reebok Men White Fusion Sports Shoes,Reebok,22959.jpg,file://images\22959.jpg,11466.0
50777,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2013,Formal,Clarks Men Dino Limit Brown Formal Shoes,Clarks,50777.jpg,file://images\50777.jpg,12899.0
22357,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,John Players Men Solid Black Shirt,John Players,22357.jpg,file://images\22357.jpg,8286.0
7535,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,Nike Men's Blue Polo T-shirt,Nike,7535.jpg,file://images\7535.jpg,4535.0
13410,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual,United Colors of Benetton Men Solid Blue Shirts,ID,13410.jpg,file://images\13410.jpg,9485.0
48788,Women,Accessories,Jewellery,Pendant,Silver,Summer,2015,Casual,Lucera Women Silver Pendant,Lucera,48788.jpg,file://images\48788.jpg,35042.0
43360,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Reebok Men White Ultimate Vibe Sports Shoes,Reebok,43360.jpg,file://images\43360.jpg,19131.0
2047,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2010,Sports,ADIDAS Men's Navy Blue T-shirt,ADIDAS,2047.jpg,file://images\2047.jpg,3638.0
56480,Women,Personal Care,Nails,Nail Polish,Brown,Spring,2017,Casual,Streetwear Chocolat Nail Polish 20,Streetwear,56480.jpg,file://images\56480.jpg,3281.0
10295,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2016,Casual,Clarks Men Brown Leather Casual Shoes,Clarks,10295.jpg,file://images\10295.jpg,14254.0
45097,Women,Apparel,Innerwear,Bra,Pink,Winter,2015,Casual,Bwitch Pink Ruby Bra,Bwitch,45097.jpg,file://images\45097.jpg,6285.0
36565,Women,Personal Care,Fragrance,Deodorant,Red,Spring,2017,Casual,United Colors of Benetton Women Deo,United Colors of Benetton,36565.jpg,file://images\36565.jpg,6191.0
14635,Men,Accessories,Mufflers,Mufflers,Black,Summer,2011,Casual,United Colors of Benetton Men Solid Black Mufflers,ID,14635.jpg,file://images\14635.jpg,8859.0
8925,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,Puma Men High Shine Black Belt,Puma,8925.jpg,file://images\8925.jpg,2138.0
22733,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011,Casual,Nike Men Dunk High Grey Casual Shoes,Nike,22733.jpg,file://images\22733.jpg,18866.0
13848,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Solid Blue Polo Tshirts,ID,13848.jpg,file://images\13848.jpg,3861.0
33473,Women,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Baggit Women Choti Jhuti Brown Belt,Baggit,33473.jpg,file://images\33473.jpg,5459.0
20858,Women,Accessories,Eyewear,Sunglasses,Olive,Winter,2016,Casual,United Colors of Benetton Women Casual Olive Sunglasses,United Colors of Benetton,20858.jpg,file://images\20858.jpg,7832.0
25516,Boys,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Doodle Kids Boys Airfeild Red T-Shirt,ID,25516.jpg,file://images\25516.jpg,8091.0
59890,Women,Apparel,Topwear,Tunics,Multi,Fall,2012,Casual,Femella Women Multi Coloured Tunic,Femella,59890.jpg,file://images\59890.jpg,3413.0
20064,Women,Accessories,Mufflers,Mufflers,Blue,Fall,2011,Casual,United Colors Of Benetton Women Blue Muffler,United Colors of Benetton,20064.jpg,file://images\20064.jpg,4302.0
5606,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Casual,ADIDAS Men Kendall Black Floater,ADIDAS,5606.jpg,file://images\5606.jpg,
39975,Men,Footwear,Shoes,Casual Shoes,Olive,Winter,2014,Casual,Gas Men Olive Swansea Shoes,Gas,39975.jpg,file://images\39975.jpg,7972.0
57304,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,Rocia Women Brown Wedges,Rocia,57304.jpg,file://images\57304.jpg,11772.0
33641,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012,Casual,Lotto Men Black Koro G Slippers,Lotto,33641.jpg,file://images\33641.jpg,1639.0
41261,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual,Arrow Men Brown Wallet,Arrow,41261.jpg,file://images\41261.jpg,5936.0
25724,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Wrangler Men Leather Brown Belt,Wrangler,25724.jpg,file://images\25724.jpg,4429.0
5434,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Sports,Nike Men's Kill Man Red T-shirt,Nike,5434.jpg,file://images\5434.jpg,9372.0
44713,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012,Casual,Lotto Men Black Flip Flops,Lotto,44713.jpg,file://images\44713.jpg,4302.0
14063,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Flying Machine Men Solid Blue Polo Tshirts,ID,14063.jpg,file://images\14063.jpg,8819.0
20256,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Wrangler Men Wing Green T-shirt,Wrangler,20256.jpg,file://images\20256.jpg,3586.0
36333,Men,Accessories,Socks,Socks,White,Summer,2016,Casual,Playboy Men White & Red Socks,Playboy,36333.jpg,file://images\36333.jpg,1250.0
16734,Men,Footwear,Flip Flops,Flip Flops,Maroon,Fall,2011,Casual,Lotto Men Emeriti Maroon Slipper,Lotto,16734.jpg,file://images\16734.jpg,3375.0
34464,Unisex,Accessories,Accessories,Travel Accessory,Red,Summer,2012,Casual,ADIDAS Unisex Red Organizer Bag,ADIDAS,34464.jpg,file://images\34464.jpg,
12394,Men,Accessories,Socks,Socks,Black,Summer,2016,Formal,Reid & Taylor Men Solid Black Socks,Reid & Taylor,12394.jpg,file://images\12394.jpg,1191.0
31116,Boys,Apparel,Bottomwear,Shorts,Grey,Summer,2012,Casual,Gini and Jony Boys Grey Shorts,Gini and Jony,31116.jpg,file://images\31116.jpg,22779.0
43536,Women,Apparel,Topwear,Tops,Peach,Summer,2012,Casual,French Connection Women Peach Top,French Connection,43536.jpg,file://images\43536.jpg,5157.0
2611,Women,Footwear,Shoes,Heels,Gold,Winter,2012,Casual,Carlton London Women Stylish Gold Flats,Carlton London,2611.jpg,file://images\2611.jpg,6904.0
13246,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Palm Tree Kids Boy Washed Blue Jeans,ID,13246.jpg,file://images\13246.jpg,12679.0
26101,Men,Apparel,Topwear,Shirts,White,Summer,2012,Formal,John Miller Men Striped White Shirt,John Miller,26101.jpg,file://images\26101.jpg,9258.0
49890,Girls,Accessories,Watches,Watches,Blue,Winter,2016,Casual,Q&Q Kids Girls Blue Analog Watch,ID,49890.jpg,file://images\49890.jpg,42882.0
48942,Women,Accessories,Jewellery,Ring,Silver,Summer,2013,Casual,Lucera Women Silver Ring,Lucera,48942.jpg,file://images\48942.jpg,9810.0
50181,Women,Personal Care,Makeup,Kajal and Eyeliner,Beige,Spring,2017,Casual,Peperone Women Beige Handbag,Peperone,50181.jpg,file://images\50181.jpg,8493.0
30858,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Fabindia Women Striped Black Kurta,Fabindia,30858.jpg,file://images\30858.jpg,5498.0
37241,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,United Colors of Benetton Men Black Shoes,United Colors of Benetton,37241.jpg,file://images\37241.jpg,14287.0
36393,Men,Accessories,Socks,Socks,Blue,Summer,2016,Casual,Reid & Taylor Men Blue Socks,Reid & Taylor,36393.jpg,file://images\36393.jpg,1292.0
4546,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Nike Men's Air Max Black Shoe,Nike,4546.jpg,file://images\4546.jpg,18933.0
15111,Men,Apparel,Bottomwear,Trousers,Coffee Brown,Fall,2011,Formal,Arrow Men Stripes Coffee Brown Trousers,Arrow,15111.jpg,file://images\15111.jpg,10846.0
38209,Women,Accessories,Eyewear,Sunglasses,Silver,Winter,2016,Casual,Polaroid Women Sunglasses,ID,38209.jpg,file://images\38209.jpg,4451.0
40313,Unisex,Footwear,Sandal,Sandals,White,Winter,2013,Casual,Warner Bros Kids White sandals,ID,40313.jpg,file://images\40313.jpg,
24656,Boys,Accessories,Socks,Socks,White,Fall,2011,Casual,ADIDAS Originals Boys White Pack of 3 Casual Socks,ADIDAS,24656.jpg,file://images\24656.jpg,2367.0
25784,Men,Apparel,Topwear,Suspenders,Brown,Summer,2012,Formal,Arrow Men Light Brown Suspenders,Arrow,25784.jpg,file://images\25784.jpg,7444.0
15323,Men,Apparel,Topwear,Jackets,Grey,Fall,2011,Casual,Nike Men Solid Grey Jacket,Nike,15323.jpg,file://images\15323.jpg,7366.0
4774,Women,Apparel,Bottomwear,Track Pants,Pink,Summer,2011,Sports,ADIDAS Women 3S Pink Track Pants,ADIDAS,4774.jpg,file://images\4774.jpg,18013.0
40121,Unisex,Accessories,Socks,Socks,White,Summer,2012,Casual,ADIDAS Unisex Pack of 3 Socks,ADIDAS,40121.jpg,file://images\40121.jpg,2075.0
56044,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,Casual,Colorbar Full Finish Longwear Kiss Me Lipstick 07,Colorbar,56044.jpg,file://images\56044.jpg,1938.0
2483,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual,Puma Women Spagetti Dahlia Purple Top,Puma,2483.jpg,file://images\2483.jpg,4195.0
47304,Women,Accessories,Bags,Clutches,Green,Summer,2012,Casual,Baggit Women Green purse,Baggit,47304.jpg,file://images\47304.jpg,23777.0
15747,Men,Footwear,Shoes,Sports Shoes,White,Spring,2013,Sports,Nike Men Ballista SL White Sports Shoes,Nike,15747.jpg,file://images\15747.jpg,9189.0
59468,Women,Accessories,Jewellery,Ring,Silver,Summer,2013,Casual,Lucera Silver Ring,Lucera,59468.jpg,file://images\59468.jpg,11455.0
4310,Unisex,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Tantra Kid's Unisex Papa's Joy Green Kidswear,ID,4310.jpg,file://images\4310.jpg,8621.0
37417,Women,Accessories,Bags,Handbags,Silver,Summer,2012,Casual,Murcia Women Jute Silver Handbag,Murcia,37417.jpg,file://images\37417.jpg,19455.0
32165,Women,Accessories,Socks,Socks,Pink,Summer,2017,Casual,Playboy Women Playmate Pink Ankle Socks,Playboy,32165.jpg,file://images\32165.jpg,1879.0
10235,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Carrera Men Hexagaon Dial Black Watches,Carrera,10235.jpg,file://images\10235.jpg,63648.0
1662,Men,Apparel,Topwear,Jackets,Navy Blue,Fall,2012,Sports,Nike Men Blue Windrunner Jacket,Nike,1662.jpg,file://images\1662.jpg,9486.0
40545,Women,Accessories,Watches,Watches,Gold,Winter,2016,Casual,Titan Raga Women Gold Watch,Titan,40545.jpg,file://images\40545.jpg,26934.0
48728,Women,Accessories,Jewellery,Earrings,Silver,Summer,2015,Casual,Lucera Women Silver Earrings,Lucera,48728.jpg,file://images\48728.jpg,15030.0
30632,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Sports,Nike Men Challenger Spiked Yellowish Green T-shirt,Nike,30632.jpg,file://images\30632.jpg,8681.0
27685,Women,Accessories,Bags,Handbags,Purple,Winter,2015,Casual,Murcia Women Purple Handbag,Murcia,27685.jpg,file://images\27685.jpg,34896.0
18058,Women,Accessories,Wallets,Wallets,Purple,Winter,2015,Casual,Lino Perros Women Solid Purple Wallet,ID,18058.jpg,file://images\18058.jpg,4376.0
17010,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Formal,Rocia Women Brown Heels,Rocia,17010.jpg,file://images\17010.jpg,19524.0
18864,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual,Puma Men Sports Division Black Sweatshirt,Puma,18864.jpg,file://images\18864.jpg,3002.0
34292,Women,Apparel,Topwear,Dupatta,Multi,Summer,2012,Ethnic,Fabindia Women Multi Coloured Chanderi Dupatta,Fabindia,34292.jpg,file://images\34292.jpg,7808.0
6447,Women,Footwear,Flip Flops,Flip Flops,Black,Summer,2011,Casual,Lotto Women's Cross Color Black Pink Flip Flop,Lotto,6447.jpg,file://images\6447.jpg,4013.0
7595,Women,Footwear,Shoes,Sports Shoes,Blue,Summer,2011,Sports,Nike Women Ten Blue White Shoe,Nike,7595.jpg,file://images\7595.jpg,16463.0
13682,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports,ADIDAS Women Duramo 3 Sports Shoes,ADIDAS,13682.jpg,file://images\13682.jpg,17300.0
54145,Women,Footwear,Shoes,Heels,Brown,Spring,2013,Casual,Rocia Women Brown Flats,Rocia,54145.jpg,file://images\54145.jpg,16005.0
42020,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012,Casual,ADIDAS Men Brown Mudslide Shoes,ADIDAS,42020.jpg,file://images\42020.jpg,11777.0
12750,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012,Sports,Nike Unisex Swoosh Black Backpacks,Nike,12750.jpg,file://images\12750.jpg,31610.0
54979,Women,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Femella Women White Printed Shirt,Femella,54979.jpg,file://images\54979.jpg,5134.0
6675,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men's Free White Grey Shoe,Nike,6675.jpg,file://images\6675.jpg,11769.0
17222,Men,Accessories,Eyewear,Sunglasses,Blue,Winter,2016,Casual,United Colors of Benetton Men Funky Eyewear Blue Sunglasses,United Colors of Benetton,17222.jpg,file://images\17222.jpg,9893.0
